"[Code]|[ETSNGClass]|[ETSNGID]|[GNG2004]|[MVN]|[Name]" 
127165|3|499|94035000|13|Кровати деревянные всякие
127172|3|500|94035000|13|Кушетки
127184|3|501|94042910|13|Матрацы пружинные
127199|3|502|94036010|13|Мебель детская
127201|3|503|94036000|13|Мебель и инвентарь для торговых предприятий (витрины,горки,кресла; прилавки и шкафы,кроме холодильных)
127216|3|504|94016100|13|Мебель мягкая
127220|3|505|94036090|13|Мебель,кроме металлической и плетеной,не поименованная в алфавите
127235|3|506|94029000|13|Носилки санитарные
127249|3|507|94036010|13|Полки для книг
127254|3|508|94033011|13|Реалы типографские деревянные
127269|3|509|94036010|13|Секретеры
127273|3|510|94036010|13|Серванты
127288|3|511|94036090|13|Столы детские
127292|3|512|94036000|13|Столы,не поименованные в алфавите
127305|3|513|94033011|13|Столы ученические
127315|3|514|94016100|13|Стулья
127324|3|515|94016900|13|Табуретки
127339|3|516|94036010|13|Трельяжи
127343|3|517|94036010|13|Трюмо
127358|3|518|94034010|13|Шкафы кухонные
127362|3|519|94036090|13|Шкафы,не поименованные в алфавите
127377|3|520|94036090|13|Ящики для обуви,игрушек и др.
131009|3|521|99999900|41|Целлюлоза и масса древесная
131014|3|522|48030010|41|Вата целлюлозная
131029|3|523|47010090|41|Масса древесная всякая
131033|3|524|47050000|41|Отбор от древесной целлюлозы
131048|3|525|47020000|41|Целлюлоза древесная облагороженная
131067|3|526|99999900|41|Целлюлоза,не поименованная в алфавите
131071|3|527|47032100|41|Целлюлоза сульфатная беленая
131086|3|528|47031100|41|Целлюлоза сульфатная небеленая
131090|3|529|47042100|41|Целлюлоза сульфитная беленая
131103|3|530|47041100|41|Целлюлоза сульфитная небеленая
132002|3|531|99999900|40|Бумага и картон
132017|3|532|48026990|40|Алигнин
132021|3|533|48021000|40|Бумага альбомная
132036|3|534|48010000|40|Бумага афишная
132040|3|535|48010000|40|Бумага билетная
132055|3|536|48010000|40|Бумага газетная
132061|3|537|48021000|40|Бумага гербовая (с водяными знаками)
132074|3|538|48081000|40|Бумага гофрированная
132089|3|539|48102291|40|Бумага декоративно-оформительская
132093|3|540|48021000|40|Бумага для печати
132106|3|541|48239050|40|Бумага индикаторная (крахмальная,куркумовая,лакмусовая,йодная)
132110|3|542|48026100|40|Бумага картографическая
132125|3|543|48091000|40|Бумага копировальная
132138|3|544|48139000|40|Бумага курительная
132144|3|545|48024000|40|Бумага обойная
132159|3|546|48021000|40|Бумага писчая и тетрадная
132163|3|547|48059391|40|Бумага промокательная
132178|3|548|48026990|40|Бумага,не поименованная в алфавите
132182|3|549|48030090|40|Бумага салфеточная
132197|3|550|48059300|40|Бумага цветная
132204|3|551|48022000|40|Бумага электротехническая
132214|3|552|48026100|40|Бумага этикеточная
132229|3|553|48026900|40|Бумага-основа
132233|3|554|48115900|40|Гранитоль на бумажной основе
132248|3|555|48063000|40|Калька,не поименованная в алфавите
132252|3|556|48026900|40|Картон билетный
132267|3|557|48051900|40|Картон для гофры
132271|3|558|48026900|40|Картон для матриц
132286|3|559|48070090|40|Картон коробочный
132303|3|560|48055000|40|Картон кровельный непропитанный
132318|3|561|48059100|40|Картон облицовочный
132322|3|562|48070090|40|Картон переплетный
132337|3|563|48059100|40|Картон обувной
132341|3|564|48070090|40|Картон прокладочный
132356|3|565|48059100|40|Картон,не поименованный в алфавите
132360|3|566|48070090|40|Картон стелечный
132375|3|567|48150000|40|Картон строительный прочий
132380|3|568|48042900|40|Картон тарный
132394|3|569|48116000|40|Картон технический разного назначения
132407|3|570|48055000|40|Картон чемоданный
132411|3|571|48059100|40|Картон шпульный
132426|3|572|48061000|40|Пергамент
132430|3|573|48061000|40|Подпергамент
132445|3|574|48059100|40|Электрокартон
133005|3|575|99999900|18|Изделия из бумаги и картона
133014|3|576|48229000|18|Гильзы папиросные
133024|3|577|48239000|18|Изделия из бумаги,не поименованные в алфавите
133039|3|578|48239000|18|Изделия из картона (в том числе гофрированного),не поименованные в алфавите
133043|3|579|48239050|18|Изделия фибровые,не поименованные в алфавите
133058|3|580|48063000|18|Калька диазотипная и фотографическая
133062|3|581|48089000|18|Картон гофрированный
133077|3|582|48171000|18|Конверты бумажные
133081|3|583|48191000|18|Коробки картонные
133096|3|584|48194000|18|Крафтмешки
133109|3|585|48239015|18|Лента бумажная всякая
133113|3|586|48194000|18|Мешки бумажные
133128|3|587|48239050|18|Набивки бумажные сухие и просаленные
133132|3|588|48149000|18|Обои
133147|3|589|48194000|18|Пакеты бумажные
133151|3|590|48203000|18|Папки и обложки
133166|3|591|48237010|18|Прокладки картонные бугорчатые для упаковки яиц
133170|3|592|48195000|18|Тара бумажная и картонная
133185|3|593|48055000|18|Фибра
133190|3|594|48239050|18|Шпагат и шнур бумажные
133202|3|595|48191000|18|Ящики картонные всякие
141001|1|596|26011100|г/п|Руды и концентраты железные
141016|1|597|26011200|г/п|Агломерат железорудный
141020|1|598|26100000|г/п|Агломерат хромитовой руды
141035|1|599|26011100|г/п|Брикеты железной руды
